飞扬标清,#genre#
CCTV10(标清),http://111.170.157.210:1081/?id=624878405&auth=95d4c11f9a4bc430bf05d5da4ace7ccbaf534ad45f6e68922c3fe4322e7576cf4faad966b211cab6e253e78e27ed92e3
CCTV10(标清),http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV11(标清),http://111.170.157.210:1081/?id=667987558&auth=95d4c11f9a4bc430bf05d5da4ace7ccbc58a22a447b7ccef1d1742f772cf767088fcb1574f4a93f443a0837d33e5f0cf
CCTV11(标清),http://111.170.157.210:1081/?id=667987558&auth=95d4c11f9a4bc430bf05d5da4ace7ccbc58a22a447b7ccef1d1742f772cf767088fcb1574f4a93f443a0837d33e5f0cf
CCTV11(标清),http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV12(标清),http://111.170.157.210:1081/?id=673168185&auth=95d4c11f9a4bc430bf05d5da4ace7ccb92c76f4aab7215f5eee41c88da989355ee918deb9f0d5991758e7704656b836b
CCTV12(标清),http://111.170.157.210:1081/?id=673168185&auth=95d4c11f9a4bc430bf05d5da4ace7ccb92c76f4aab7215f5eee41c88da989355ee918deb9f0d5991758e7704656b836b
CCTV12(标清),http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV13(标清),http://111.170.157.210:1081/?id=608807423&auth=95d4c11f9a4bc430bf05d5da4ace7ccb85a727691dbbeb0ae33df6490cd1cff4953a1d118a48b8ee4cc27064417a09ba
CCTV13(标清),http://111.170.157.210:1081/?id=608807423&auth=95d4c11f9a4bc430bf05d5da4ace7ccb85a727691dbbeb0ae33df6490cd1cff4953a1d118a48b8ee4cc27064417a09ba
CCTV13(标清),http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
CCTV14(标清),http://111.170.157.210:1081/?id=624878440&auth=95d4c11f9a4bc430bf05d5da4ace7ccb985da8f05717a42897b929f42dcc3c4b076fcc80e43b88a8e34e34108e972aed
CCTV14(标清),http://111.170.157.210:1081/?id=624878440&auth=95d4c11f9a4bc430bf05d5da4ace7ccb985da8f05717a42897b929f42dcc3c4b076fcc80e43b88a8e34e34108e972aed
CCTV14(标清),http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV15(标清),http://111.170.157.210:1081/?id=673168223&auth=95d4c11f9a4bc430bf05d5da4ace7ccbeefbd7d0fc062410d28beb420ab97178329afb58ffa1ea4d630918366ce1fea7
CCTV15(标清),http://111.170.157.210:1081/?id=673168223&auth=95d4c11f9a4bc430bf05d5da4ace7ccbeefbd7d0fc062410d28beb420ab97178329afb58ffa1ea4d630918366ce1fea7
CCTV15(标清),http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV17(标清),http://111.170.157.210:1081/?id=673168256&auth=95d4c11f9a4bc430bf05d5da4ace7ccbcaa1929f3c6be9d0954357b52e6ed9c26fb81833fb7b4688784edfc91cf82944
CCTV17(标清),http://111.170.157.210:1081/?id=673168256&auth=95d4c11f9a4bc430bf05d5da4ace7ccbcaa1929f3c6be9d0954357b52e6ed9c26fb81833fb7b4688784edfc91cf82944
CCTV17(标清),http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
东方卫视(标清),http://111.170.157.210:1081/?id=651632648&auth=95d4c11f9a4bc430bf05d5da4ace7ccb8e3b6074f417187c939ab4d40bbe6ab2282f8bfc6098ecb7139fb187c89b9ae1
东方卫视(标清),http://111.170.157.210:1081/?id=651632648&auth=95d4c11f9a4bc430bf05d5da4ace7ccb8e3b6074f417187c939ab4d40bbe6ab2282f8bfc6098ecb7139fb187c89b9ae1
江苏卫视(标清),http://111.170.157.210:1081/?id=623899368&auth=95d4c11f9a4bc430bf05d5da4ace7ccb60d8c44fd6b4f79e4c4ea182ed9fe718bb0222774566c9cc75a34417fe38207c
江苏卫视(标清),http://111.170.157.210:1081/?id=623899368&auth=95d4c11f9a4bc430bf05d5da4ace7ccb60d8c44fd6b4f79e4c4ea182ed9fe718bb0222774566c9cc75a34417fe38207c
广东卫视(标清),http://111.170.157.210:1081/?id=608831231&auth=95d4c11f9a4bc430bf05d5da4ace7ccb4ef00f6766c6d4488c80b60a4dbe29b91976f0c8ca4a972b0d3adbe4e664317e
广东卫视(标清),http://111.170.157.210:1081/?id=608831231&auth=95d4c11f9a4bc430bf05d5da4ace7ccb4ef00f6766c6d4488c80b60a4dbe29b91976f0c8ca4a972b0d3adbe4e664317e
江西卫视(标清),http://111.170.157.210:1081/?id=783847495&auth=95d4c11f9a4bc430bf05d5da4ace7ccbe7ea217ebcd97cce21c90b4388e0743e34f21024b42160dcae46e279bd295828
江西卫视(标清),http://111.170.157.210:1081/?id=783847495&auth=95d4c11f9a4bc430bf05d5da4ace7ccbe7ea217ebcd97cce21c90b4388e0743e34f21024b42160dcae46e279bd295828
河南卫视(标清),http://111.170.157.210:1081/?id=790187291&auth=95d4c11f9a4bc430bf05d5da4ace7ccb7ef9a6b0ab6b191dd0f576595cd5d730c211b191ec17a162e2c1d999d7e4a51a
河南卫视(标清),http://111.170.157.210:1081/?id=790187291&auth=95d4c11f9a4bc430bf05d5da4ace7ccb7ef9a6b0ab6b191dd0f576595cd5d730c211b191ec17a162e2c1d999d7e4a51a
陕西卫视(标清),http://111.170.157.210:1081/?id=738910838&auth=95d4c11f9a4bc430bf05d5da4ace7ccb73f678f68869892fd0d6309ffb76ee77d7c53aa5e7b6378573e410e79d2ead2d
陕西卫视(标清),http://111.170.157.210:1081/?id=738910838&auth=95d4c11f9a4bc430bf05d5da4ace7ccb73f678f68869892fd0d6309ffb76ee77d7c53aa5e7b6378573e410e79d2ead2d
湖北卫视(标清),http://111.170.157.210:1081/?id=947472496&auth=95d4c11f9a4bc430bf05d5da4ace7ccbb813a2d44de301b23701d8bd9b44230b5d4d664487226fde677131855e2effaa
湖北卫视(标清),http://111.170.157.210:1081/?id=947472496&auth=95d4c11f9a4bc430bf05d5da4ace7ccbb813a2d44de301b23701d8bd9b44230b5d4d664487226fde677131855e2effaa
吉林卫视(标清),http://111.170.157.210:1081/?id=947472500&auth=95d4c11f9a4bc430bf05d5da4ace7ccbb1bfa486255bd6ee26781d4a54826e72ba587256974f975189d6139b6ace3e88
吉林卫视(标清),http://111.170.157.210:1081/?id=947472500&auth=95d4c11f9a4bc430bf05d5da4ace7ccbb1bfa486255bd6ee26781d4a54826e72ba587256974f975189d6139b6ace3e88
青海卫视(标清),http://111.170.157.210:1081/?id=947472506&auth=95d4c11f9a4bc430bf05d5da4ace7ccba97e718de5074b9c5fe0d9545563c7c4536705ea1315b0ef75e361df730faf52
青海卫视(标清),http://111.170.157.210:1081/?id=947472506&auth=95d4c11f9a4bc430bf05d5da4ace7ccba97e718de5074b9c5fe0d9545563c7c4536705ea1315b0ef75e361df730faf52
东南卫视(标清),http://111.170.157.210:1081/?id=849116810&auth=95d4c11f9a4bc430bf05d5da4ace7ccbfc1e410d0168e4a0a009afaa56fab8a3cd2f991d1e7b9b164cb94ce3909030dd
东南卫视(标清),http://111.170.157.210:1081/?id=849116810&auth=95d4c11f9a4bc430bf05d5da4ace7ccbfc1e410d0168e4a0a009afaa56fab8a3cd2f991d1e7b9b164cb94ce3909030dd
海南卫视(标清),http://111.170.157.210:1081/?id=947472502&auth=95d4c11f9a4bc430bf05d5da4ace7ccb6f628b5a202d7c59f662ee029b8353a9d0f421915c75bb27c717a8f9b71caac7
海南卫视(标清),http://111.170.157.210:1081/?id=947472502&auth=95d4c11f9a4bc430bf05d5da4ace7ccb6f628b5a202d7c59f662ee029b8353a9d0f421915c75bb27c717a8f9b71caac7
农林卫视(标清),http://111.170.157.210:1081/?id=956904896&auth=95d4c11f9a4bc430bf05d5da4ace7ccb62e10810ea7d7a14850daa8506100093b83efc8adc3a542dac3aa07e83c882b2
兵团卫视(标清),http://111.170.157.210:1081/?id=956923145&auth=95d4c11f9a4bc430bf05d5da4ace7ccb4b93708b16f3d110a49dcd6db098b25552754a8a1fe905919220deb375f9a4b8
兵团卫视(标清),http://111.170.157.210:1081/?id=956923145&auth=95d4c11f9a4bc430bf05d5da4ace7ccb4b93708b16f3d110a49dcd6db098b25552754a8a1fe905919220deb375f9a4b8
辽宁卫视(标清),http://111.170.157.210:1081/?id=630291707&auth=95d4c11f9a4bc430bf05d5da4ace7ccbf67bcf262105435fb7878d9c6d40516fb26d74172d72ce86492f0eb6dd816f5f
辽宁卫视(标清),http://111.170.157.210:1081/?id=630291707&auth=95d4c11f9a4bc430bf05d5da4ace7ccbf67bcf262105435fb7878d9c6d40516fb26d74172d72ce86492f0eb6dd816f5f
宁夏卫视(标清),http://111.170.157.210:1081/?id=738910535&auth=95d4c11f9a4bc430bf05d5da4ace7ccbb39d6e38320b7c570cbf4951fb40f03aa39dc9cb1ebb3bd4b70661e54f3606c1
宁夏卫视(标清),http://111.170.157.210:1081/?id=738910535&auth=95d4c11f9a4bc430bf05d5da4ace7ccbb39d6e38320b7c570cbf4951fb40f03aa39dc9cb1ebb3bd4b70661e54f3606c1
重庆卫视(标清),http://111.170.157.210:1081/?id=738910914&auth=95d4c11f9a4bc430bf05d5da4ace7ccbaebee3cff9ed4fe6499fe63db2e84b5170bc87de4e3066d8c0293a718e3161bf
重庆卫视(标清),http://111.170.157.210:1081/?id=738910914&auth=95d4c11f9a4bc430bf05d5da4ace7ccbaebee3cff9ed4fe6499fe63db2e84b5170bc87de4e3066d8c0293a718e3161bf
中国农林卫视(标清),http://111.170.157.210:1081/?id=956904896&auth=95d4c11f9a4bc430bf05d5da4ace7ccb62e10810ea7d7a14850daa8506100093b83efc8adc3a542dac3aa07e83c882b2
CCTV16(标清),http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
飞扬高清,#genre#
CCTV1(高清),http://43.251.226.89:8080/play/1.m3u8
CCTV1(高清),http://43.251.226.89:8080/play/97.m3u8
CCTV1(高清),http://43.251.226.89:8080/play/193.m3u8
CCTV2(高清),http://43.251.226.89:8080/play/2.m3u8
CCTV2(高清),http://43.251.226.89:8080/play/98.m3u8
CCTV2(高清),http://43.251.226.89:8080/play/194.m3u8
CCTV3(高清),http://43.251.226.89:8080/play/3.m3u8
CCTV3(高清),http://43.251.226.89:8080/play/99.m3u8
CCTV3(高清),http://43.251.226.89:8080/play/195.m3u8
CCTV4(高清),http://43.251.226.89:8080/play/4.m3u8
CCTV4(高清),http://43.251.226.89:8080/play/100.m3u8
CCTV4(高清),http://43.251.226.89:8080/play/196.m3u8
CCTV4(高清),http://43.251.226.89:8080/play/210.m3u8
CCTV4(高清),http://43.251.226.89:8080/play/211.m3u8
CCTV5(高清),http://43.251.226.89:8080/play/5.m3u8
CCTV5(高清),http://43.251.226.89:8080/play/101.m3u8
CCTV5(高清),http://43.251.226.89:8080/play/197.m3u8
CCTV5+(高清),http://43.251.226.89:8080/play/6.m3u8
CCTV5+(高清),http://43.251.226.89:8080/play/102.m3u8
CCTV5+(高清),http://43.251.226.89:8080/play/198.m3u8
CCTV6(高清),http://43.251.226.89:8080/play/7.m3u8
CCTV6(高清),http://43.251.226.89:8080/play/103.m3u8
CCTV6(高清),http://43.251.226.89:8080/play/199.m3u8
CCTV7(高清),http://43.251.226.89:8080/play/8.m3u8
CCTV7(高清),http://43.251.226.89:8080/play/104.m3u8
CCTV7(高清),http://43.251.226.89:8080/play/200.m3u8
CCTV8(高清),http://43.251.226.89:8080/play/9.m3u8
CCTV8(高清),http://43.251.226.89:8080/play/105.m3u8
CCTV8(高清),http://43.251.226.89:8080/play/201.m3u8
CCTV9(高清),http://43.251.226.89:8080/play/10.m3u8
CCTV9(高清),http://43.251.226.89:8080/play/106.m3u8
CCTV9(高清),http://43.251.226.89:8080/play/202.m3u8
CCTV10(高清),http://43.251.226.89:8080/play/11.m3u8
CCTV10(高清),http://43.251.226.89:8080/play/107.m3u8
CCTV10(高清),http://43.251.226.89:8080/play/203.m3u8
CCTV11(高清),http://43.251.226.89:8080/play/12.m3u8
CCTV11(高清),http://43.251.226.89:8080/play/108.m3u8
CCTV11(高清),http://43.251.226.89:8080/play/204.m3u8
CCTV12(高清),http://43.251.226.89:8080/play/13.m3u8
CCTV12(高清),http://43.251.226.89:8080/play/109.m3u8
CCTV12(高清),http://43.251.226.89:8080/play/205.m3u8
CCTV13(高清),http://43.251.226.89:8080/play/14.m3u8
CCTV13(高清),http://43.251.226.89:8080/play/110.m3u8
CCTV13(高清),http://43.251.226.89:8080/play/206.m3u8
CCTV14(高清),http://43.251.226.89:8080/play/15.m3u8
CCTV14(高清),http://43.251.226.89:8080/play/111.m3u8
CCTV14(高清),http://43.251.226.89:8080/play/207.m3u8
CCTV15(高清),http://43.251.226.89:8080/play/16.m3u8
CCTV15(高清),http://43.251.226.89:8080/play/112.m3u8
CCTV15(高清),http://43.251.226.89:8080/play/208.m3u8
CCTV17(高清),http://43.251.226.89:8080/play/17.m3u8
CCTV17(高清),http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV17(高清),http://43.251.226.89:8080/play/113.m3u8
CCTV17(高清),http://43.251.226.89:8080/play/209.m3u8
CCTV16(高清),http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV4K超高清(高清),http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV8K超高清(高清),http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub
CHC影迷电影(高清),http://43.251.226.89:8080/play/92.m3u8
CHC影迷电影(高清),http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
CHC影迷电影(高清),http://43.251.226.89:8080/play/188.m3u8
CHC影迷电影(高清),http://43.251.226.89:8080/play/284.m3u8
CHC动作电影(高清),http://43.251.226.89:8080/play/93.m3u8
CHC动作电影(高清),http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC动作电影(高清),http://43.251.226.89:8080/play/189.m3u8
CHC动作电影(高清),http://43.251.226.89:8080/play/285.m3u8
CHC家庭影院(高清),http://43.251.226.89:8080/play/94.m3u8
CHC家庭影院(高清),http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC家庭影院(高清),http://43.251.226.89:8080/play/190.m3u8
CHC家庭影院(高清),http://43.251.226.89:8080/play/286.m3u8
香港经典电影(高清),http://43.251.226.89:8080/play/89.m3u8
香港经典电影(高清),http://43.251.226.89:8080/play/185.m3u8
香港经典电影(高清),http://43.251.226.89:8080/play/281.m3u8
抗战经典影片(高清),http://43.251.226.89:8080/play/90.m3u8
抗战经典影片(高清),http://43.251.226.89:8080/play/186.m3u8
抗战经典影片(高清),http://43.251.226.89:8080/play/282.m3u8
新片放映厅(高清),http://43.251.226.89:8080/play/91.m3u8
新片放映厅(高清),http://43.251.226.89:8080/play/187.m3u8
新片放映厅(高清),http://43.251.226.89:8080/play/283.m3u8
乡途轮播台(高清),http://43.251.226.89:8080/play/95.m3u8
东方卫视(高清),http://43.251.226.89:8080/play/33.m3u8
东方卫视(高清),http://43.251.226.89:8080/play/129.m3u8
东方卫视(高清),http://43.251.226.89:8080/play/225.m3u8
江苏卫视(高清),http://43.251.226.89:8080/play/34.m3u8
江苏卫视(高清),http://43.251.226.89:8080/play/130.m3u8
江苏卫视(高清),http://43.251.226.89:8080/play/226.m3u8
广东卫视(高清),http://43.251.226.89:8080/play/35.m3u8
广东卫视(高清),http://43.251.226.89:8080/play/131.m3u8
广东卫视(高清),http://43.251.226.89:8080/play/227.m3u8
北京卫视(高清),http://43.251.226.89:8080/play/36.m3u8
北京卫视(高清),http://43.251.226.89:8080/play/132.m3u8
北京卫视(高清),http://43.251.226.89:8080/play/228.m3u8
辽宁卫视(高清),http://43.251.226.89:8080/play/37.m3u8
辽宁卫视(高清),http://43.251.226.89:8080/play/133.m3u8
辽宁卫视(高清),http://43.251.226.89:8080/play/229.m3u8
河北卫视(高清),http://43.251.226.89:8080/play/38.m3u8
河北卫视(高清),http://43.251.226.89:8080/play/134.m3u8
河北卫视(高清),http://43.251.226.89:8080/play/230.m3u8
江西卫视(高清),http://43.251.226.89:8080/play/39.m3u8
江西卫视(高清),http://43.251.226.89:8080/play/135.m3u8
江西卫视(高清),http://43.251.226.89:8080/play/231.m3u8
河南卫视(高清),http://43.251.226.89:8080/play/40.m3u8
河南卫视(高清),http://43.251.226.89:8080/play/136.m3u8
河南卫视(高清),http://43.251.226.89:8080/play/232.m3u8
陕西卫视(高清),http://43.251.226.89:8080/play/41.m3u8
陕西卫视(高清),http://43.251.226.89:8080/play/137.m3u8
陕西卫视(高清),http://43.251.226.89:8080/play/233.m3u8
大湾区卫视(高清),http://43.251.226.89:8080/play/42.m3u8
大湾区卫视(高清),http://43.251.226.89:8080/play/138.m3u8
大湾区卫视(高清),http://43.251.226.89:8080/play/234.m3u8
湖北卫视(高清),http://43.251.226.89:8080/play/43.m3u8
湖北卫视(高清),http://43.251.226.89:8080/play/139.m3u8
湖北卫视(高清),http://43.251.226.89:8080/play/235.m3u8
吉林卫视(高清),http://43.251.226.89:8080/play/44.m3u8
吉林卫视(高清),http://43.251.226.89:8080/play/140.m3u8
吉林卫视(高清),http://43.251.226.89:8080/play/236.m3u8
青海卫视(高清),http://43.251.226.89:8080/play/45.m3u8
青海卫视(高清),http://43.251.226.89:8080/play/141.m3u8
青海卫视(高清),http://43.251.226.89:8080/play/237.m3u8
东南卫视(高清),http://43.251.226.89:8080/play/46.m3u8
东南卫视(高清),http://43.251.226.89:8080/play/142.m3u8
东南卫视(高清),http://43.251.226.89:8080/play/238.m3u8
海南卫视(高清),http://43.251.226.89:8080/play/47.m3u8
海南卫视(高清),http://43.251.226.89:8080/play/143.m3u8
海南卫视(高清),http://43.251.226.89:8080/play/239.m3u8
海峡卫视(高清),http://43.251.226.89:8080/play/48.m3u8
海峡卫视(高清),http://43.251.226.89:8080/play/144.m3u8
海峡卫视(高清),http://43.251.226.89:8080/play/240.m3u8
中国农林卫视(高清),http://43.251.226.89:8080/play/49.m3u8
中国农林卫视(高清),http://43.251.226.89:8080/play/145.m3u8
中国农林卫视(高清),http://43.251.226.89:8080/play/241.m3u8
兵团卫视(高清),http://43.251.226.89:8080/play/50.m3u8
兵团卫视(高清),http://43.251.226.89:8080/play/146.m3u8
兵团卫视(高清),http://43.251.226.89:8080/play/242.m3u8
宁夏卫视(高清),http://43.251.226.89:8080/play/51.m3u8
宁夏卫视(高清),http://43.251.226.89:8080/play/147.m3u8
宁夏卫视(高清),http://43.251.226.89:8080/play/243.m3u8
重庆卫视(高清),http://43.251.226.89:8080/play/52.m3u8
重庆卫视(高清),http://43.251.226.89:8080/play/148.m3u8
重庆卫视(高清),http://43.251.226.89:8080/play/244.m3u8
三沙卫视(高清),http://43.251.226.89:8080/play/53.m3u8
三沙卫视(高清),http://43.251.226.89:8080/play/149.m3u8
三沙卫视(高清),http://43.251.226.89:8080/play/245.m3u8
上海新闻综合(高清),http://43.251.226.89:8080/play/54.m3u8
上海新闻综合(高清),http://43.251.226.89:8080/play/150.m3u8
上海新闻综合(高清),http://43.251.226.89:8080/play/246.m3u8
上视东方影视(高清),http://43.251.226.89:8080/play/55.m3u8
上视东方影视(高清),http://43.251.226.89:8080/play/151.m3u8
上视东方影视(高清),http://43.251.226.89:8080/play/247.m3u8
上海第一财经(高清),http://43.251.226.89:8080/play/56.m3u8
上海第一财经(高清),http://43.251.226.89:8080/play/152.m3u8
上海第一财经(高清),http://43.251.226.89:8080/play/248.m3u8
南京新闻综合频道(高清),http://43.251.226.89:8080/play/57.m3u8
南京新闻综合频道(高清),http://43.251.226.89:8080/play/153.m3u8
南京新闻综合频道(高清),http://43.251.226.89:8080/play/249.m3u8
南京教科频道(高清),http://43.251.226.89:8080/play/58.m3u8
南京教科频道(高清),http://43.251.226.89:8080/play/154.m3u8
南京教科频道(高清),http://43.251.226.89:8080/play/250.m3u8
南京十八频道(高清),http://43.251.226.89:8080/play/59.m3u8
南京十八频道(高清),http://43.251.226.89:8080/play/155.m3u8
南京十八频道(高清),http://43.251.226.89:8080/play/251.m3u8
体育休闲频道(高清),http://43.251.226.89:8080/play/60.m3u8
体育休闲频道(高清),http://43.251.226.89:8080/play/156.m3u8
体育休闲频道(高清),http://43.251.226.89:8080/play/252.m3u8
江苏城市频道(高清),http://43.251.226.89:8080/play/61.m3u8
江苏城市频道(高清),http://43.251.226.89:8080/play/157.m3u8
江苏城市频道(高清),http://43.251.226.89:8080/play/253.m3u8
江苏国际(高清),http://43.251.226.89:8080/play/62.m3u8
江苏国际(高清),http://43.251.226.89:8080/play/158.m3u8
江苏国际(高清),http://43.251.226.89:8080/play/254.m3u8
江苏教育(高清),http://43.251.226.89:8080/play/63.m3u8
江苏教育(高清),http://43.251.226.89:8080/play/159.m3u8
江苏教育(高清),http://43.251.226.89:8080/play/255.m3u8
江苏影视频道(高清),http://43.251.226.89:8080/play/64.m3u8
江苏影视频道(高清),http://43.251.226.89:8080/play/160.m3u8
江苏影视频道(高清),http://43.251.226.89:8080/play/256.m3u8
江苏综艺频道(高清),http://43.251.226.89:8080/play/65.m3u8
江苏综艺频道(高清),http://43.251.226.89:8080/play/161.m3u8
江苏综艺频道(高清),http://43.251.226.89:8080/play/257.m3u8
公共新闻频道(高清),http://43.251.226.89:8080/play/66.m3u8
公共新闻频道(高清),http://43.251.226.89:8080/play/162.m3u8
公共新闻频道(高清),http://43.251.226.89:8080/play/258.m3u8
盐城新闻综合(高清),http://43.251.226.89:8080/play/67.m3u8
盐城新闻综合(高清),http://43.251.226.89:8080/play/163.m3u8
盐城新闻综合(高清),http://43.251.226.89:8080/play/259.m3u8
淮安新闻综合(高清),http://43.251.226.89:8080/play/68.m3u8
淮安新闻综合(高清),http://43.251.226.89:8080/play/164.m3u8
淮安新闻综合(高清),http://43.251.226.89:8080/play/260.m3u8
泰州新闻综合(高清),http://43.251.226.89:8080/play/69.m3u8
泰州新闻综合(高清),http://43.251.226.89:8080/play/165.m3u8
泰州新闻综合(高清),http://43.251.226.89:8080/play/261.m3u8
连云港新闻综合(高清),http://43.251.226.89:8080/play/70.m3u8
连云港新闻综合(高清),http://43.251.226.89:8080/play/166.m3u8
连云港新闻综合(高清),http://43.251.226.89:8080/play/262.m3u8
宿迁新闻综合(高清),http://43.251.226.89:8080/play/71.m3u8
宿迁新闻综合(高清),http://43.251.226.89:8080/play/167.m3u8
宿迁新闻综合(高清),http://43.251.226.89:8080/play/263.m3u8
